artist,title,play_count,spotify_id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,timeSignature,valence
Alvvays,Hey,103,3FcHT6pFWnHpFTHtEXFCoN,0,0.43,0.85,0.33,2,0.17,-3.78,1,0.06,159.96,4,0.51
Chance the Rapper,Summer Friends (feat. Jeremih & Francis & The Lights),103,2fl0B0OaXjWbjHCQFx2O8W,0.68,0.69,0.43,0,8,0.12,-12.48,1,0.3,144.8,4,0.48
Childish Gambino,Redbone,103,3vQ4T78TTMOjQXGfXVKQJo,0.2,0.75,0.38,0.02,1,0.12,-10.45,1,0.11,160.05,4,0.57
Clairo,Sinking,103,29wNmwUxwyauXuqJUgVEYB,0.59,0.79,0.34,0,8,0.09,-8.9,1,0.03,99.34,3,0.56
Fazerdaze,Lucky Girl,103,5eEXenmmeqBnXqVTbdyGNI,0.03,0.52,0.89,0.09,9,0.31,-7.3,1,0.04,173.01,4,0.7
Frank Ocean,Not Just Money,103,3iW3y326xuRpNVXzOMBZy5,0.78,0.36,0.83,0.02,11,0.49,-15.87,0,0.44,152.13,1,0.1
Kacy Hill,Much Higher,103,2fGvdtpLXRdt6VPFJ7iIZl,0.09,0.63,0.8,0,5,0.27,-5.18,0,0.03,159.96,4,0.25
Kanye West,New Slaves,103,4cAgkb0ifwn0FSHGXnr4F6,0.17,0.51,0.59,0,1,0.1,-4.32,1,0.08,141.1,4,0.36
Kendrick Lamar,"Bitch, Don’t Kill My Vibe - Remix",103,7ALEBJ8LOQqXVJ2tqnXtoH,0.05,0.63,0.79,0,1,0.23,-5.78,1,0.23,133.67,4,0.12
Lil Baby,"Never Recover (Lil Baby & Gunna, Drake)",103,6wWaVoUOzLQJHd3bWAUpdZ,0.07,0.75,0.69,0,1,0.19,-5.41,0,0.28,132.06,4,0.89
Marvin Gaye,What's Going On,103,3Um9toULmYFGCpvaIPFw7l,0.39,0.44,0.72,0,1,0.41,-9.54,0,0.07,101.32,4,0.82
Playboi Carti,Shoota (feat. Lil Uzi Vert),103,2BJSMvOGABRxokHKB0OI8i,0.19,0.67,0.65,0,1,0.12,-8.43,0,0.2,153.08,4,0.47
Rahill,Fables,103,4xkHbrSj4TwU8UvmAg8NJa,0.42,0.63,0.77,0.59,1,0.11,-6.64,1,0.04,122,4,0.52
Rahill,Note To Self,103,29rqoI1rq3brP6ijvdGUNH,0.46,0.5,0.62,0,11,0.21,-9.28,1,0.07,180.03,4,0.55
SWMRS,Lose It,103,0Ceozg27V0Ws9jgQixD8fr,0.33,0.79,0.41,0,5,0.11,-10.14,1,0.05,112.04,4,0.56
Tame Impala,Disciples,103,2gNfxysfBRfl9Lvi9T3v6R,0.08,0.66,0.87,0.92,5,0.4,-5.48,1,0.03,126.97,4,0.8
The Weeknd,Starboy,103,7MXVkk9YMctZqd1Srtv4MB,0.14,0.68,0.59,0,7,0.14,-7.03,1,0.28,186.01,4,0.48
Travis Scott,goosebumps,103,6gBFPUFcJLzWGx4lenP6h2,0.08,0.84,0.73,0,7,0.15,-3.37,1,0.05,130.05,4,0.43
Trippie Redd,Topanga,103,1Am3fwJi1NF1sD2McZfVWi,0.01,0.76,0.62,0,4,0.11,-8.25,1,0.05,105.96,4,0.04
Wild Ones,Forgetting Rock n Roll,103,7DnARnzHO9yRsehRtStKlq,0.19,0.59,0.73,0.04,9,0.13,-5.9,1,0.04,108.02,4,0.13
A$AP Mob,"Telephone Calls (feat. A$AP Rocky, Tyler, the Creator, Playboi Carti & Yung Gleesh)",102,5VnpYqIzm02X9gOhVElQo3,0.19,0.73,0.77,0,2,0.24,-6.14,0,0.27,123.01,4,0.49
Aaron May,Ride,102,6EZk7UZmMn7DxdyjvUFL58,0.37,0.68,0.5,0,10,0.12,-8.06,0,0.3,172.16,4,0.46
Adam Neely,The Girl From Ipanema,102,4gia3ul8t2P0DcgtTAL2RP,0.88,0.7,0.38,0.01,4,0.26,-14.28,0,0.04,120.03,4,0.53
Aminé,REEL IT IN,102,5qHirGR7M9tdm6C17DlzSY,0.07,0.75,0.34,0,10,0.19,-8.68,0,0.1,128.98,4,0.42
Arlo Parks,Eugene,102,0sT4slW2xWai3EwVSiuL9Y,0.75,0.61,0.59,0.01,7,0.09,-7.19,0,0.05,174.29,4,0.89
BROCKHAMPTON,GINGER,102,1Uo7reO6I2yQ1q36ZPuNf7,0.25,0.75,0.72,0.04,2,0.16,-5.14,1,0.05,130.09,4,0.23
Caroline Polachek,Door,102,5YIVVzQcJG7pFhyNo0Ytlh,0.22,0.68,0.44,0,3,0.26,-8.31,1,0.04,124,4,0.25
Childish Gambino,I. The Worst Guys,102,4jnctHRggVIvMgkru936fN,0.05,0.6,0.66,0,5,0.06,-7.35,0,0.13,97.11,4,0.32
Fazerdaze,Last To Sleep,102,6zZI8X2VDNPSkgT0TwylRl,0.1,0.69,0.75,0.12,9,0.1,-8.59,1,0.03,126.02,4,0.38
George Houston,In Aeternum Vive,102,6xIoIdqqy6KRNqJWKn9i9I,0.14,0.4,0.58,0.05,4,0.11,-8.5,1,0.03,186.03,3,0.11
Jacob Tanaka,THE FOG - Jacob Tanaka Demo Vocal ver.,102,0kR8hCo3z4i5dHUn5RUG9X,0.65,0.5,0.72,0.11,6,0.09,-4.48,1,0.03,74.99,4,0.81
Jahnah Camille,Carnival Sounds,102,1Rb9ek1f0EdbQmAKl15R9B,0.35,0.41,0.59,0,0,0.44,-7.36,1,0.03,180.06,4,0.4
Kendrick Lamar,All the Stars (with SZA),102,3GCdLUSnKSMJhs4Tj6CV3s,0.06,0.7,0.63,0,8,0.09,-4.95,1,0.06,96.92,4,0.55
Meek Mill,Intro,102,3EQ9QP2E7wjYQba8OSPBst,0.06,0.68,0.76,0,1,0.36,-5.55,1,0.22,96.04,4,0.24
Men I Trust,I Hope to Be Around,102,3xnM0WCRJKk4Iz49rkG5OC,0.78,0.82,0.38,0,11,0.11,-9.36,1,0.04,87.95,4,0.79
Men I Trust,Seven,102,5QvditjxADt1HMKPgaMjJm,0.67,0.69,0.42,0.15,4,0.1,-10.95,1,0.03,96.98,4,0.83
Metro Boomin,Dreamcatcher (feat. Swae Lee & Travis Scott),102,22ykS8KWpd2r4zcRZ0XMK5,0.19,0.68,0.23,0,1,0.1,-10.36,0,0.2,173.96,4,0.1
Wolf Alice,No Hard Feelings,102,0uVrbmcAomoohVaFnBSRid,0.82,0.67,0.25,0.36,2,0.11,-13.97,1,0.04,127.45,4,0.65
A$AP Rocky,L$D,101,4S7YHmlWwfwArgd8LfSPud,0.19,0.6,0.25,0.13,2,0.1,-15.09,1,0.06,120.06,4,0.04
Alvvays,Already Gone,101,0zihUXqKwjam17iWU8ahP3,0.97,0.28,0.35,0.18,11,0.63,-7.77,1,0.03,81.59,4,0.19
Aminé,Yellow,101,4Hj5yNHgu2dyrnzRQN7Gld,0.14,0.87,0.53,0,0,0.12,-5.77,1,0.11,129,4,0.22
Clairo,White Flag,101,6fIkEPIwPUMWJmAtkz8b7q,0.64,0.38,0.47,0.03,0,0.12,-10.05,1,0.05,100.25,4,0.06
Father John Misty,Chateau Lobby #4 (in C for Two Virgins),101,3wfF0Nw234zHY1vdIWIc2g,0.22,0.45,0.81,0,0,0.23,-5.22,1,0.04,188.09,4,0.8
Faye Webster,Kind Of,101,6oP8iOWmJkwsm4yjDpSbhv,0.15,0.63,0.45,0.32,10,0.12,-9.73,1,0.03,102.79,4,0.45
Harriette,at least i'm pretty,101,69BSm4vFLLo4L8nUulybMc,0.54,0.86,0.42,0,1,0.14,-9.79,1,0.03,99.96,4,0.52
Hatchie,Til We Run Out of Air,101,4CtjUMMsvZmT4iOK2Ly803,0.08,0.41,0.8,0,6,0.25,-6.36,1,0.03,149.98,4,0.38
Indigo De Souza,The Sun Is Bad,101,6dPqMj0saSxpKbQEtUEf13,0.05,0.38,0.39,0,8,0.09,-8.46,1,0.03,98.96,4,0.17
Isaiah Rashad,Score (feat. SZA & 6LACK),101,2ns1kl3c5NMvGCt2xVMNlI,0.44,0.5,0.52,0,7,0.07,-8.28,1,0.31,85.17,4,0.57
JID,Skegee,101,4MwhUpDkOOb4UU7BtKznlu,0.28,0.39,0.61,0,1,0.12,-8.29,1,0.4,70.18,3,0.45
Kid Cudi,Up Up & Away,101,1RUTIdTnFs8lHSc0Zr4UJB,0.07,0.66,0.88,0,10,0.36,-6.12,0,0.08,120.02,4,0.59
M.I.A.,Paper Planes,101,1ixbwbeBi5ufN4noUKmW5a,0.03,0.44,0.86,0,2,0.7,-6.19,1,0.21,172.14,4,0.45
Rex Orange County,Loving Is Easy,101,7ASFZh1D0DPZro7UXUKGmd,0.22,0.76,0.61,0,3,0.1,-7.93,1,0.05,117.02,4,0.54
SZA,20 Something,101,4h6ViRoztTBpWcJ1zFT9Zg,0.74,0.57,0.3,0,11,0.05,-8.6,1,0.28,81.05,4,0.51
Alvvays,Lollipop (Ode To Jim),100,306kznjV0g85okQAdIHON7,0,0.28,0.95,0.25,5,0.35,-3.52,1,0.07,166.08,4,0.39
Clairo,Feel Something,100,5NR6vbNfEeV0OOflgrdBEh,0.45,0.47,0.44,0,1,0.11,-10.11,1,0.05,114.86,4,0.22
Death Cab for Cutie,I Will Follow You Into The Dark,100,3kZC0ZmFWrEHdUCmUqlvgZ,0.92,0.52,0.21,0,5,0.12,-12.23,1,0.04,80.4,4,0.49
Faye Webster,Hurts Me Too,100,0uphGVj1uIticJK6gb2WnO,0.11,0.46,0.3,0.26,5,0.09,-11.42,1,0.03,95.55,3,0.12
Frank Ocean,White,100,2LMkwUfqC6S6s6qDVlEuzV,0.78,0.45,0.09,0,0,0.3,-15.59,1,0.04,108.98,4,0.23
J. Cole,False Prophets,100,0eneujAc4PxkdjP25Gsue1,0.7,0.73,0.74,0,8,0.16,-9.5,0,0.34,90.31,4,0.75
Jimi Hendrix,Little Miss Strange,100,1jhH7vvy8hoHuc0mGuZsLX,0.73,0.46,0.81,0,8,0.08,-7.24,1,0.09,143,4,0.46
Kendrick Lamar,HiiiPoWeR,100,4WEuEfFiczWxblHyuucSBL,0.18,0.7,0.83,0,6,0.28,-5.74,0,0.28,81.02,4,0.54
MGMT,Kids,100,1jJci4qxiYcOHhQR247rEU,0,0.45,0.93,0,9,0.36,-3.87,1,0.07,122.96,4,0.17
Waxahatchee,8 Ball,100,4NfD8j0F6ctu4Mnh3iNmEL,0.28,0.59,0.77,0.69,4,0.15,-7.94,1,0.04,124.48,4,0.77
A$AP Rocky,Sundress,99,2aPTvyE09vUCRwVvj0I8WK,0.18,0.72,0.71,0,6,0.14,-6.36,1,0.06,125.01,4,0.74
Alvvays,Saved By A Waif,99,11KmXKbQEjF8fZWNZ9Pxkr,0.04,0.26,0.8,0,4,0.55,-5.46,1,0.06,178.18,4,0.19
Daisy,Way Cool Baby Love,99,3AzaarbayKjSC7tIRc7LZx,0.23,0.49,0.48,0,6,0.12,-8.39,1,0.04,112.04,4,0.36
Delicate Steve,Wally Wilder,99,0I7P0p2nfgDc8QKDwktt0e,0.02,0.28,0.8,0.71,11,0.25,-5.79,1,0.08,179.95,3,0.4
NxWorries,Where I Go (feat. H.E.R.),99,3MlQPB0wJuopo3NTZGlMpI,0.74,0.62,0.4,0,1,0.1,-15.5,0,0.21,87.87,4,0.77
Wolf Alice,Feeling Myself,99,660ugsUJVV04fcrs3ML1cy,0.03,0.5,0.38,0.23,2,0.11,-7.47,0,0.03,115.99,4,0.06
chloe moriondo,I Eat Boys,98,2DdBoqYiuaGWIHwSkiY3VR,0.05,0.52,0.54,0,2,0.22,-4.96,1,0.03,91.73,4,0.17
Faye Webster,Pigeon,98,5HTVUeOM0ejn4xwCDqASdq,0.38,0.76,0.36,0.01,1,0.12,-9.75,0,0.04,80.03,4,0.66
Kanye West,Gorgeous,98,23SZWX2IaDnxmhFsSLvkG2,0.02,0.6,0.71,0,6,0.43,-3.63,0,0.03,91.96,4,0.12
Laufey,Street by Street,98,0OuOPYd05eORfLw94apb8j,0.88,0.7,0.28,0,0,0.14,-10.87,1,0.05,82.05,4,0.23
Mitski,Me and My Husband,98,3pANfZVFdtuVnJsE6xa5Ox,0.05,0.5,0.64,0,1,0.39,-5.31,1,0.03,172.01,4,0.77
Monica Riskey,1969dime,98,7ErpB5eISelTBvjg6WH8Ov,0.27,0.72,0.51,0,11,0.25,-9.65,0,0.07,93.05,4,0.4
Moxie,Honey,98,5fCcV4MkmuRyBDzy8rCNUy,0.2,0.81,0.72,0,2,0.24,-4.11,0,0.03,99.96,4,0.62
Não Ao Futebol Moderno,Quase Jr.,98,2t1JOLVbb82mYn1k1DnvoX,0,0.56,0.6,0.7,11,0.1,-8.74,0,0.03,131.98,4,0.3
Prince,Let's Go Crazy,98,6FMIVQPZg9cmMY8hPxAacD,0.02,0.31,0.93,0,11,0.11,-6.4,1,0.13,195.82,4,0.38
Slow Pulp,Doubt,98,3s6sLTCG8QZmpIIRgIW4HS,0.19,0.5,0.85,0,6,0.11,-6.68,1,0.08,173.96,4,0.85
Suki Waterhouse,Moves,98,6TT7B4MigCJCc0tqKYEpZC,0.58,0.58,0.44,0,0,0.35,-8.28,1,0.02,84.99,4,0.36
Tame Impala,Nangs,98,1cCbsojaA6GIT7Y3zuMJ1q,0.16,0.54,0.53,0.85,0,0.13,-9.75,1,0.18,167.61,4,0.43
Tierra Whack,Hungry Hippo,98,0WpDeBJ22LcwF4QoERQOTv,0.02,0.89,0.61,0.01,4,0.1,-5.69,0,0.05,136.64,4,0.78
Vampire Weekend,Oxford Comma,98,0ful4PHfTIxzXiZSZsXQ0H,0.11,0.69,0.72,0,0,0.04,-4.23,1,0.05,119.91,4,0.97
Wolf Alice,The Beach II,98,62s5pbgCPSv48cp4G8GCNY,0.04,0.39,0.54,0,1,0.14,-7.16,0,0.03,104.87,4,0.09
Amber Clouds,Lets Meet In Air,97,0OsOwHIm0ATFoqLK6LnSj3,0,0.4,0.65,0.92,0,0.12,-7.23,0,0.03,81,4,0.47
Anderson .Paak,Tints (feat. Kendrick Lamar),97,7c3SbTuufigBWURcICnAWy,0.09,0.81,0.83,0,1,0.06,-6.73,0,0.12,109.08,4,0.7
Dreamer Isioma,Stop Calling The Police On Me,97,190fPjBiTtTKbfOSuJOjhv,0.32,0.68,0.58,0,8,0.1,-9.5,1,0.06,100.51,4,0.37
Earl Sweatshirt,Sunday (feat. Frank Ocean),97,0fAehaneUJdlSlWXYe1KZp,0.28,0.72,0.57,0,2,0.39,-8.9,1,0.21,136.89,4,0.91
Faye Webster,A Dream with a Baseball Player,97,7hNPcyHhNYLCtTFa5bxvX1,0.49,0.62,0.37,0.01,1,0.07,-10.36,1,0.04,139.93,4,0.59
Kid Cudi,REVOFEV,97,0Epl79nHvdyTdZRAiWpJah,0.15,0.61,0.54,0,11,0.15,-6.47,0,0.05,68.86,4,0.38
KIDS SEE GHOSTS,Feel the Love,97,3aUFrxO1B8EW63QchEl3wX,0.13,0.58,0.47,0,0,0.1,-5.95,0,0.1,110.57,4,0.37
Lana Del Rey,Hope Is a Dangerous Thing for a Woman Like Me to Have - But I Have It,97,0fB77VOZ2FkQeKLv1DuEwp,0.96,0.49,0.1,0,4,0.16,-13.21,0,0.06,86.68,4,0.28
Meek Mill,What's Free (feat. Rick Ross & Jay Z),97,4iQ5gmTAzWfK8JyFC2LBox,0,0.51,0.72,0,11,0.11,-6.29,0,0.4,166.42,4,0.27
Metro Boomin,10 Freaky Girls (with 21 Savage),97,0AluA5RNsa4Cx6XRhf2hWZ,0.59,0.81,0.35,0,6,0.1,-9.93,0,0.31,88.03,4,0.07
Não Ao Futebol Moderno,Saia,97,5DvrT6tG2ODMJRnB4xHuxz,0.53,0.7,0.44,0,4,0.22,-11.64,1,0.03,103.99,4,0.71
Peter Bjorn and John,Young Folks,97,4dyx5SzxPPaD8xQIid5Wjj,0.02,0.71,0.82,0,0,0.12,-6.21,1,0.04,138.19,4,0.67
Prince,When Doves Cry,97,6sby78fghipoXHQLeeZFFH,0.01,0.73,0.99,0,9,0.44,-4.61,0,0.05,126.47,4,0.84
Ruby Fields,Climate,97,45p9CpIFFM5eLrOyy041G7,0,0.62,0.57,0.01,2,0.1,-4.88,1,0.03,142.93,4,0.47
The Beatles,Michelle - Remastered 2009,97,5By7Pzgl6TMuVJG168VWzS,0.65,0.58,0.29,0,5,0.11,-12.5,0,0.03,117.4,4,0.67
Travi$ Scott,3500 (feat. Future & 2 Chainz),97,1SGt65i9AnXYdDQt1AtDRH,0.11,0.77,0.6,0,8,0.13,-6.06,0,0.16,123.97,4,0.34
Vince Staples,Loca,97,7wqWSTBpYjsFX4JDDQaU1w,0.01,0.88,0.74,0.33,10,0.07,-7.82,0,0.07,101.03,4,0.29
Abby Sage,Backwards Directions,96,5vbnQr1tWSSREmcIONIUm9,0.41,0.85,0.38,0.45,10,0.1,-10.43,1,0.05,115,4,0.48
Anderson .Paak,6 Summers,96,0lG7iyNSstVOLV6faMIHdD,0.08,0.65,0.59,0,5,0.38,-10.5,0,0.32,92.87,4,0.51
Blood Orange,But You,96,4Q7Iacj0dnfOu3bdXTcCUA,0.09,0.67,0.54,0,7,0.1,-7.57,1,0.27,180.22,4,0.61
Carly Rae Jepsen,Run Away with Me,96,0Jirkb7LGNWyVhKOsKFdZ2,0.02,0.56,0.7,0,1,0.06,-6.28,1,0.05,119.02,4,0.3
Delicate Steve,Positive Force,96,7hXB0jWBZ4QRRuA2KYQLAq,0.34,0.6,0.6,0.85,2,0.06,-10.78,1,0.04,95,4,0.46
Elements of Music,Get Along (feat. Anderson .Paak & Blu),96,5cfIibuUGxlrdXcNaWmAnQ,0.57,0.59,0.72,0,0,0.11,-6.1,1,0.27,85.08,4,0.5
Father John Misty,I Went To the Store One Day,96,46OdBjlDe1JVm81dmNYdyX,0.78,0.32,0.14,0,3,0.12,-17.14,1,0.04,144.92,4,0.24
Frank Ocean,End,96,05tFLPSXJ1BbqIXy4Jeqfh,0.38,0.48,0.3,0.75,2,0.09,-18,1,0.13,119.49,4,0.38
Indigo De Souza,Sleep Talking,96,6zWkdrFQV1AX5aZM0KEIw4,0.31,0.52,0.22,0.01,9,0.07,-14.02,0,0.05,168.22,4,0.24
JID,Off Da Zoinkys,96,0l7uQ6vQcYxjqbjRbDH2HW,0.13,0.71,0.63,0,7,0.62,-7.49,1,0.48,137.98,4,0.37
Lupe Fiasco,"Kick, Push",96,6nz35DNIzbtj5ztpDEcW1j,0.16,0.65,0.81,0,5,0.18,-5.28,1,0.17,94.79,4,0.51
Não Ao Futebol Moderno,Laços De Família,96,6ntm1uPpZU4756weGPEFqD,0.28,0.52,0.6,0.55,9,0.12,-9.93,1,0.03,101.98,4,0.57
Sophie May,lover boy,96,698zM4fC45zI9Rb5XqJ6FS,0.88,0.47,0.26,0,4,0.1,-11.13,1,0.03,85.05,4,0.34
Still Woozy,Goodie Bag,96,4vHNeBWDQpVCmGbaccrRzi,0.82,0.74,0.52,0,7,0.23,-12.3,0,0.15,138.26,4,0.62
The Hours,Ali In The Jungle,96,3kr2i1P9eQZitASv83V8zh,0.23,0.69,0.93,0,8,0.1,-4.31,0,0.05,141.03,4,0.84
The Weeknd,I Feel It Coming,96,5GXAXm5YOmYT0kL5jHvYBt,0.42,0.77,0.81,0,0,0.09,-5.93,0,0.12,92.98,4,0.56
Vampire Weekend,A-Punk,96,3AydAydLzyyZutA0375XIz,0.01,0.55,0.82,0.04,2,0.15,-4.49,1,0.05,174.92,4,0.85
Weyes Blood,"It's Not Just Me, It's Everybody",96,7G6NU3cp3ufNMEFCI2l90X,0.86,0.43,0.34,0.02,0,0.26,-11.53,1,0.03,74.85,4,0.16
88rising,History,95,63rXwo2Psi90zWPAoEpyeB,0.61,0.55,0.59,0,3,0.1,-8.16,0,0.23,74.98,4,0.41
Alvvays,Tile By Tile,95,3vgVK6gKfRatuh17mEeetx,0.53,0.47,0.73,0.77,1,0.11,-6.78,1,0.04,116.22,4,0.22
beabadoobee,I Wish I Was Stephen Malkmus,95,0MXwuLvZU9cauIEXlMZcdC,0.07,0.44,0.78,0,4,0.09,-3.95,1,0.04,80.98,4,0.64
Childish Gambino,3005,95,2X6b7zLdIxCejd6GqVcQ9M,0.15,0.47,0.46,0,6,0.1,-6.47,0,0.33,165.99,4,0.62
Clairo,I Wouldn't Ask You,95,3OyBLoTS3x3DKSymOGGDJb,0.71,0.49,0.37,0.02,1,0.08,-11.19,1,0.04,133.74,4,0.28
Estelle,American Boy,95,6etwirSInfuJrSOlogS6Sh,0.17,0.73,0.73,0,0,0.07,-2.99,1,0.33,117.93,4,0.51
Haley Heynderickx,Oom Sha La La,95,28kOpVf1aCgL0LSFfuKV4w,0.28,0.54,0.42,0,2,0.21,-9.18,1,0.04,115.42,4,0.25
James Blake,Are You Even Real?,95,2k0HXdTDW28JFAaS8TaHeA,0.88,0.29,0.62,0.03,0,0.4,-5.97,1,0.13,72.14,3,0.2
Japanese Breakfast,Slide Tackle,95,5ksM8r8u4AjMwvtqUif9W1,0.02,0.75,0.6,0.01,5,0.06,-6.52,1,0.03,127.99,4,0.87
Joey Bada$$,Christ Conscious,95,6v4s7JosY38tu0hTZGpgrx,0.01,0.65,0.72,0,4,0.18,-5.02,1,0.26,86.8,4,0.59
Larry Lovestein & The Velvet Revival,Suspicions,95,48VYWTDAIuRp1BhGeE64oj,0.78,0.76,0.38,0,9,0.11,-10.98,0,0.04,109.98,4,0.39
Lowertown,Debris,95,6yDgQeBScz90BNSeYm1ZzN,0,0.5,0.91,0.02,5,0.15,-4,1,0.03,105.47,4,0.5
Miguel,waves - Tame Impala Remix,95,3lB0GMiI5KxDbTOG8V3bOx,0.31,0.53,0.89,0,2,0.25,-3.6,1,0.04,108.02,4,0.54
Não Ao Futebol Moderno,Quintal,95,27n9IXNVLBeeMTGm90QC0G,0.86,0.48,0.44,0.86,4,0.27,-10.52,0,0.03,119.73,4,0.19
orion sun,Space Jam - An Odyssey,95,59DqOEiZvbyRNHew4U6guS,0.42,0.48,0.8,0,1,0.12,-3.8,0,0.19,155.9,4,0.32
Rosario,GIFT SHOP,95,0iKLdfK3GbfZepFe8s6wjq,0,0.55,0.68,0,9,0.29,-8.84,0,0.04,91.07,4,0.65
Ruby Fields,Trouble,95,3YhDWD2iF3S13UKdiWc03a,0,0.41,0.84,0,0,0.17,-4.98,1,0.06,95.2,4,0.41
Tame Impala,Yes I'm Changing,95,0xtIp0lgccN85GfGOekS5L,0.11,0.37,0.61,0,0,0.08,-7,1,0.03,179.96,4,0.35
The Weeknd,Can't Feel My Face,95,22VdIZQfgXJea34mQxlt81,0.12,0.71,0.78,0,9,0.09,-5.53,0,0.04,107.95,4,0.6
Waxahatchee,Lilacs,95,53hfvs9b0ykU1m7NgSWNiW,0.53,0.74,0.7,0,7,0.08,-9.45,1,0.03,103.01,4,0.44
Weyes Blood,A Lot's Gonna Change,95,5qspeKX1xBacLJMm2t3Yc0,0.64,0.22,0.34,0,1,0.12,-10.16,1,0.03,140.06,4,0.1
21 Savage,all my friends,94,4paAidoE8VAemwU4jgCc6l,0.17,0.71,0.62,0,0,0.12,-4.51,1,0.04,130.09,4,0.21
Aterciopelados,Paces,94,7FUAeLw2NoPZXyxdO4hsgA,0.1,0.62,0.92,0,5,0.08,-5.37,1,0.05,133.96,4,0.68
Colatura,suffer dude,94,5Xxa91usdK0epjlUyRtHeH,0.06,0.36,0.93,0.25,3,0.13,-6.84,1,0.07,167.05,4,0.24
Faye Webster,Flowers (feat. Father),94,3v7HUpHLhvBADpl0Uwm8H7,0.64,0.67,0.21,0,7,0.15,-15.06,1,0.18,78.04,4,0.06
George Clanton,Make It Forever,94,4Kh8w1MgC7LYHSbSX2lDzP,0.02,0.41,0.92,0.06,5,0.21,-5.54,1,0.08,168.04,4,0.22
Gil Scott-Heron,Home Is Where the Hatred Is,94,3pmp40HtLapVQ8L89Mz1vh,0.27,0.69,0.71,0.01,10,0.19,-9.43,1,0.03,98.23,4,0.9
Japanese Breakfast,Posing in Bondage,94,33qgZ7mWvlH95efOGQqfzZ,0.01,0.58,0.65,0.06,1,0.13,-7.53,1,0.03,104.99,4,0.2
Japanese Breakfast,Sit,94,5PV9b2F303FbivyOoKNo0k,0.14,0.32,0.83,0.2,2,0.15,-7.25,1,0.05,100.11,4,0.32
Kanye West,Dark Fantasy,94,7yNK27ZTpHew0c55VvIJgm,0.27,0.6,0.59,0,5,0.17,-5.92,1,0.04,88,4,0.37
Kanye West,Fade,94,3cCxoOgfi6hgt8MNteuiiD,0.12,0.75,0.77,0,9,0.31,-5.81,0,0.09,106,4,0.31
Kanye West,Runaway,94,3DK6m7It6Pw857FcQftMds,0.22,0.37,0.57,0,1,0.51,-3.83,0,0.11,84.73,4,0.11
Kendrick Lamar,Hol' Up,94,6cfVDaIdvDtYH91RqC6Wox,0.78,0.61,0.87,0,5,0.14,-5.27,1,0.35,155.98,4,0.58
Kendrick Lamar,LOVE. FEAT. ZACARI.,94,6PGoSes0D9eUDeeAafB2As,0.26,0.8,0.59,0,10,0.15,-7.34,1,0.09,126.06,4,0.78
Mac Ayres,Easy,94,58dSdjfEYNSxte1aNVxuNf,0.37,0.72,0.28,0.01,5,0.15,-7.48,1,0.11,91.37,4,0.22
Mac Miller,Ladders,94,39NDBdU5Xkm5pCFGa5kZtI,0.24,0.8,0.46,0.01,8,0.11,-8.38,1,0.16,103.96,4,0.29
Post Malone,Congratulations,94,3a1lNhkSLSkpJE4MSHpDu9,0.22,0.63,0.8,0,6,0.25,-4.18,1,0.04,123.15,4,0.49
Stan Getz,The Girl From Ipanema,94,7znjbX9XdoQayIrVNdd50Z,0.91,0.66,0.19,0,5,0.08,-15.49,0,0.04,129.86,4,0.44
SZA,Shirt,94,2wSTnntOPRi7aQneobFtU4,0.15,0.82,0.45,0.03,3,0.09,-9.6,0,0.1,119.96,4,0.55
Tame Impala,"New Person, Same Old Mistakes",94,52ojopYMUzeNcudsoz7O9D,0.27,0.47,0.81,0.01,8,0.05,-6.74,1,0.05,151.84,4,0.49
Travis Scott,Maria I'm Drunk (feat. Justin Bieber & Young Thug),94,6Yqmv7XJLCrQEauMbPGZSw,0.38,0.65,0.63,0,4,0.12,-5.66,0,0.1,105.99,4,0.14
A$AP Ferg,Plain Jane,93,4dVpf9jZjcORqGTLUaeYj9,0.07,0.8,0.84,0,11,0.09,-5.48,1,0.28,170.14,4,0.52
Blood Orange,It is What It Is,93,0BPWY79wNehGVARtwJawYV,0.23,0.73,0.65,0.09,6,0.08,-8.5,1,0.04,94.81,4,0.25
Drake,Nice for What,93,3CA9pLiwRIGtUBiMjbZmRw,0.09,0.59,0.91,0,8,0.12,-6.47,1,0.07,93.37,4,0.76
Jay Som,Tenderness,93,6xlO0KbxxktH6OnY56wkwF,0.69,0.54,0.5,0.43,9,0.08,-10.15,1,0.07,113.39,4,0.82
Mazzy Star,Halah,93,6JuEshIRliNXRU1LXctRjZ,0.23,0.62,0.45,0,0,0.1,-10.71,1,0.03,106.09,4,0.55
Não Ao Futebol Moderno,Peso Pesar,93,5XIWNJUQEAU9OjQCWuOpYF,0.14,0.25,0.51,0.58,4,0.43,-10.42,1,0.04,65.09,4,0.32
Oklou,blade bird,93,45LwOlqL3HOEQkPjjHpu7U,0.77,0.67,0.57,0,6,0.18,-7.47,1,0.04,95.06,4,0.31
Plain White T's,Hey There Delilah,93,4RCWB3V8V0dignt99LZ8vH,0.87,0.66,0.29,0,2,0.11,-10.57,1,0.03,103.97,4,0.3
Ruby Fields,Ritalin,93,1kIy5BhfFByWzKXixq0qx0,0,0.35,0.93,0,5,0.34,-3.89,1,0.06,175.16,4,0.73
Shelly,Steeeam,93,09RamrocZneYcLYLRIxYha,0.55,0.82,0.76,0.16,5,0.12,-11.01,0,0.04,120.03,4,0.92
